"date","TEAM","RANK_RATE","WIN","LOSE","DRAW","WRA","AB_RATE","HIT","HR","SB","RUN","R","ER","ERR","HRA","LRA","BRA","ERA","CONTINUE_GAME","H2","H3","BB","HP","SF"
"20180413","HT","0.8333","0.7143","0.2857","0.0000","0.71399998664856","4.2787","13.2857","1.1429","1.4286","8.7143","8.1429","7.8571","1.0000","0.356","0.536","0.432","8.11","1","2.1429","0.5714","4.7143","0.5714","0.4286"
"20180415","HT","0.8333","0.6250","0.3750","0.0000","0.625","4.2754","12.6250","1.0000","1.2500","7.8750","7.7500","7.2500","1.2500","0.342","0.502","0.422","7.57","-1","1.8750","0.5000","4.6250","0.7500","0.3750"
"20180417","HT","0.8333","0.6667","0.3333","0.0000","0.666999995708466","4.1410","12.2222","0.8889","1.3333","7.6667","7.1111","6.5556","1.4444","0.341","0.502","0.421","6.81","1","2.2222","0.4444","4.5556","0.7778","0.4444"
"20180418","HT","0.8333","0.6000","0.4000","0.0000","0.600000023841858","4.1379","12.2000","0.9000","1.2000","7.3000","6.9000","6.3000","1.5000","0.339","0.5","0.413","6.52","-1","2.3000","0.4000","4.2000","0.7000","0.5000"
"20180419","HT","0.8333","0.5455","0.3636","0.0909","0.600000023841858","4.1563","12.0909","0.9091","1.1818","7.1818","6.8182","6.0000","1.5455","0.333","0.496","0.404","6.19","-1","2.2727","0.4545","3.9091","0.7273","0.4545"
"20180420","HT","0.6667","0.5000","0.4167","0.0833","0.545000016689301","4.0952","11.6667","1.0000","1.0833","6.8333","7.1667","6.2500","1.6667","0.326","0.495","0.402","6.43","-2","2.0833","0.5000","4.0833","0.7500","0.4167"
"20180421","HT","0.8333","0.5385","0.3846","0.0769","0.583000004291534","4.0702","11.4615","1.0000","1.0000","6.7692","7.0000","6.1538","1.6154","0.321","0.494","0.393","6.32","1","2.0769","0.5385","3.8462","0.6923","0.4615"
"20180422","HT","0.8333","0.5385","0.3846","0.0769","0.583000004291534","4.0702","11.4615","1.0000","1.0000","6.7692","7.0000","6.1538","1.6154","0.321","0.494","0.393","6.32","1","2.0769","0.5385","3.8462","0.6923","0.4615"
"20180424","HT","0.8333","0.5385","0.3846","0.0769","0.583000004291534","4.0702","11.4615","1.0000","1.0000","6.7692","7.0000","6.1538","1.6154","0.321","0.494","0.393","6.32","1","2.0769","0.5385","3.8462","0.6923","0.4615"
"20180425","HT","0.8333","0.5714","0.3571","0.0714","0.615000009536743","4.0650","11.2143","0.9286","1.0000","6.8571","6.7857","5.9286","1.6429","0.314","0.48","0.39","6.07","2","2.1429","0.5000","3.9286","0.7857","0.4286"
"20180426","HT","0.8333","0.5333","0.4000","0.0667","0.570999979972839","4.0840","11.0667","0.8667","1.1333","6.7333","7.1333","6.0667","1.6667","0.31","0.473","0.385","6.25","-1","2.1333","0.5333","3.8000","0.8000","0.4000"
"20180427","HT","0.8333","0.5625","0.3750","0.0625","0.600000023841858","4.1143","11.3125","0.8750","1.0625","7.0625","6.7500","5.7500","1.5625","0.314","0.474","0.388","5.91","1","2.1250","0.5000","3.8750","0.7500","0.5000"
"20180428","HT","0.8333","0.5294","0.4118","0.0588","0.563000023365021","4.1419","11.2941","0.8235","1.0000","6.9412","6.7059","5.7647","1.4706","0.313","0.473","0.385","5.96","-1","2.2353","0.5294","3.8235","0.7059","0.4706"
"20180429","HT","0.8333","0.5000","0.3889","0.1111","0.563000023365021","4.1083","11.2222","0.7778","0.9444","6.8889","6.6667","5.7778","1.4444","0.313","0.468","0.384","5.96","-1","2.2222","0.5000","3.8333","0.6667","0.6111"
"20180501","HT","0.8333","0.5263","0.3684","0.1053","0.587999999523163","4.1145","11.5263","0.7368","0.9474","7.0000","6.7368","5.8947","1.3684","0.321","0.47","0.392","6.07","1","2.1053","0.5263","4.0000","0.6316","0.6316"
"20180502","HT","0.8333","0.5000","0.4000","0.1000","0.555999994277954","4.0857","11.3000","0.7000","0.9000","6.7000","6.7500","5.9500","1.3000","0.316","0.459","0.391","6.12","-1","2.0000","0.5000","4.1000","0.6500","0.6000"
"20180503","HT","0.8333","0.5238","0.3810","0.0952","0.578999996185303","4.0761","11.2857","0.7143","0.8571","6.6667","6.5238","5.7619","1.2857","0.316","0.457","0.39","5.92","1","1.9524","0.4762","4.0000","0.6667","0.5714"
"20180504","HT","0.6667","0.5000","0.4091","0.0909","0.550000011920929","4.0311","10.9091","0.6818","0.8182","6.4545","6.6364","5.8636","1.2727","0.308","0.447","0.385","6.02","-1","1.8636","0.5000","4.0909","0.6364","0.5455"
"20180505","HT","0.6667","0.4783","0.4348","0.0870","0.523999989032745","4.0099","10.6957","0.6522","0.8696","6.2174","6.4348","5.6957","1.2609","0.304","0.437","0.381","5.84","-2","1.7826","0.4783","4.0435","0.6522","0.5217"
"20180508","HT","0.6667","0.4583","0.4583","0.0833","0.5","4.0143","10.5417","0.6667","0.8333","6.0417","6.8750","6.0833","1.2500","0.3","0.433","0.376","6.26","-3","1.7500","0.4583","3.9167","0.6250","0.5000"
"20180509","HT","0.3333","0.4400","0.4800","0.0800","0.477999985218048","4.0183","10.4400","0.6400","0.8000","5.9600","6.8800","6.0400","1.2400","0.298","0.428","0.375","6.23","-4","1.7600","0.4400","4.0000","0.6400","0.4800"
"20180510","HT","0.3333","0.4231","0.5000","0.0769","0.458000004291534","4.0310","10.3462","0.6538","0.8462","5.8846","6.8077","6.0000","1.1923","0.295","0.426","0.372","6.21","-5","1.7692","0.4231","3.9231","0.6154","0.4615"
"20180511","HT","0.3333","0.4444","0.4815","0.0741","0.479999989271164","4.0043","10.2963","0.6296","0.8519","5.8889","6.6667","5.8889","1.1481","0.295","0.427","0.372","6.09","1","1.8148","0.4444","3.9259","0.6296","0.4815"
"20180513","HT","0.5000","0.4444","0.4815","0.0741","0.479999989271164","4.0043","10.2963","0.6296","0.8519","5.8889","6.6667","5.8889","1.1481","0.295","0.427","0.372","6.09","1","1.8148","0.4444","3.9259","0.6296","0.4815"
"20180515","HT","0.3333","0.4286","0.4643","0.1071","0.479999989271164","4.0000","10.2143","0.6429","0.8571","5.9286","6.6786","5.9286","1.1429","0.293","0.428","0.369","6.12","1","1.7857","0.5000","3.8214","0.6429","0.5000"
"20180516","HT","0.3333","0.4138","0.4828","0.1034","0.462000012397766","3.9842","10.0345","0.6897","0.8276","5.8621","6.6207","5.8966","1.1034","0.289","0.428","0.363","6.08","-1","1.7931","0.4828","3.7241","0.6207","0.4828"
"20180517","HT","0.1667","0.4000","0.5000","0.1000","0.444000005722046","3.9771","9.9333","0.7000","0.8667","5.7333","6.7333","6.0333","1.0667","0.286","0.423","0.362","6.22","-2","1.7333","0.4667","3.7667","0.6333","0.4667"
"20180518","HT","0.3333","0.4194","0.4839","0.0968","0.46399998664856","4.0375","10.2581","0.8065","0.8387","6.2258","6.6452","5.9677","1.0323","0.295","0.443","0.371","6.24","1","1.7742","0.4839","3.8710","0.6129","0.4516"
"20180519","HT","0.5000","0.4375","0.4688","0.0938","0.483000010251999","4.0399","10.3438","0.8438","0.8438","6.2813","6.5313","5.8438","1.0313","0.297","0.447","0.372","6.1","2","1.7500","0.4688","3.8125","0.6563","0.4688"
"20180520","HT","0.5000","0.4545","0.4545","0.0909","0.5","4.0491","10.4848","0.9394","0.8485","6.4545","6.5152","5.8182","1.0303","0.3","0.458","0.375","6.06","3","1.7576","0.4848","3.8788","0.6364","0.5152"
"20180522","HT","0.5000","0.4706","0.4412","0.0882","0.515999972820282","4.0306","10.4118","0.9412","0.8235","6.3824","6.3824","5.7059","1.0000","0.299","0.456","0.373","5.94","4","1.7059","0.4706","3.7941","0.6176","0.5000"
"20180523","HT","0.5000","0.4571","0.4571","0.0857","0.5","4.0364","10.3714","0.9429","0.8000","6.2857","6.3714","5.7143","0.9714","0.298","0.455","0.371","5.96","-1","1.7429","0.4571","3.7429","0.6000","0.4857"
"20180524","HT","0.5000","0.4722","0.4444","0.0833","0.514999985694885","4.0482","10.5278","0.9167","0.7778","6.2500","6.2222","5.5833","0.9444","0.301","0.455","0.372","5.82","1","1.6944","0.4722","3.6667","0.6111","0.5000"
"20180525","HT","0.5000","0.4595","0.4595","0.0811","0.5","4.0375","10.4054","0.8919","0.7838","6.1081","6.1351","5.5135","0.9189","0.298","0.45","0.368","5.74","-1","1.6486","0.4865","3.5676","0.5946","0.4865"
"20180526","HT","0.5000","0.4474","0.4474","0.1053","0.5","4.0304","10.3421","0.8684","0.7895","6.1053","6.1316","5.5263","0.8947","0.296","0.447","0.368","5.74","-1","1.7105","0.4737","3.6053","0.6053","0.4737"
"20180527","HT","0.5000","0.4359","0.4615","0.1026","0.486000001430511","4.0178","10.2051","0.8462","0.7692","5.9487","6.0513","5.4615","0.8974","0.293","0.443","0.365","5.67","-2","1.6923","0.4872","3.6154","0.6154","0.4615"
"20180529","HT","0.3333","0.4250","0.4750","0.1000","0.472000002861023","4.0376","10.2750","0.8250","0.7500","5.9250","6.0750","5.4750","0.9000","0.294","0.441","0.365","5.7","-3","1.7000","0.4750","3.5500","0.6250","0.4500"
"20180530","HT","0.1667","0.4146","0.4878","0.0976","0.458999991416931","4.0452","10.2195","0.8293","0.7317","5.9024","6.1951","5.5610","0.9024","0.293","0.439","0.364","5.8","-4","1.6829","0.4634","3.5610","0.6098","0.4390"
"20180531","HT","0.1667","0.4286","0.4762","0.0952","0.474000006914139","4.0413","10.2143","0.8095","0.7143","5.8571","6.0714","5.4524","0.8810","0.292","0.437","0.364","5.68","1","1.7143","0.4524","3.5476","0.6190","0.4286"
"20180601","HT","0.3333","0.4419","0.4651","0.0930","0.486999988555908","4.0403","10.3023","0.8140","0.7442","5.9070","6.0233","5.4186","0.8605","0.295","0.44","0.364","5.64","2","1.7442","0.4419","3.4651","0.6047","0.4419"
"20180602","HT","0.1667","0.4318","0.4773","0.0909","0.474999994039536","4.0236","10.1818","0.7955","0.7500","5.7955","6.0455","5.4545","0.8409","0.292","0.435","0.364","5.67","-1","1.7273","0.4318","3.5227","0.6591","0.4318"
"20180603","HT","0.3333","0.4444","0.4667","0.0889","0.488000005483627","4.0154","10.2222","0.7778","0.7333","5.7556","5.9556","5.3778","0.8222","0.294","0.435","0.364","5.58","1","1.6889","0.4444","3.4444","0.6667","0.4444"
"20180605","HT","0.6667","0.4565","0.4565","0.0870","0.5","4.0175","10.2609","0.7826","0.7391","5.8043","5.9783","5.4130","0.8043","0.294","0.437","0.365","5.62","2","1.7391","0.4348","3.4783","0.6522","0.4565"
"20180606","HT","0.5000","0.4468","0.4468","0.1064","0.5","4.0025","10.1489","0.7660","0.7234","5.7021","5.8723","5.3191","0.8298","0.292","0.432","0.363","5.51","2","1.7021","0.4255","3.4894","0.6383","0.4468"
"20180607","HT","0.5000","0.4375","0.4375","0.1250","0.5","3.9952","10.1250","0.7708","0.7292","5.7083","5.8750","5.2917","0.8333","0.292","0.43","0.363","5.48","2","1.6667","0.4167","3.4792","0.6250","0.4375"
"20180608","HT","0.8333","0.4490","0.4286","0.1224","0.512000024318695","3.9859","10.1224","0.7755","0.7347","5.6939","5.8367","5.2653","0.8163","0.292","0.433","0.363","5.45","3","1.6939","0.4286","3.4490","0.6327","0.4286"
"20180609","HT","0.8333","0.4600","0.4200","0.1200","0.523000001907349","3.9793","10.1600","0.7600","0.7400","5.7400","5.8000","5.2400","0.8000","0.293","0.433","0.364","5.42","4","1.7000","0.4200","3.4200","0.6400","0.4200"
"20180610","HT","0.6667","0.4510","0.4314","0.1176","0.510999977588654","3.9707","10.0588","0.7451","0.7255","5.6471","5.9216","5.2549","0.8039","0.291","0.429","0.361","5.43","-1","1.7059","0.4118","3.3922","0.6275","0.4118"
"20180612","HT","0.8333","0.4615","0.4231","0.1154","0.522000014781952","3.9735","10.1538","0.7308","0.7115","5.7500","5.8269","5.1731","0.7885","0.293","0.43","0.362","5.34","1","1.7308","0.4038","3.3462","0.6154","0.4038"
"20180613","HT","0.8333","0.4528","0.4340","0.1132","0.510999977588654","3.9740","10.1132","0.7358","0.6981","5.7358","5.9057","5.2642","0.7925","0.292","0.429","0.361","5.44","-1","1.7358","0.3962","3.3774","0.6038","0.3962"
"20180614","HT","0.5000","0.4444","0.4444","0.1111","0.5","3.9830","10.1852","0.7593","0.7222","5.8148","6.0741","5.3333","0.7963","0.293","0.431","0.363","5.5","-2","1.7222","0.3889","3.4259","0.5926","0.4074"
"20180615","HT","0.6667","0.4444","0.4444","0.1111","0.5","3.9830","10.1852","0.7593","0.7222","5.8148","6.0741","5.3333","0.7963","0.293","0.431","0.363","5.5","-2","1.7222","0.3889","3.4259","0.5926","0.4074"
"20180616","HT","0.6667","0.4444","0.4444","0.1111","0.5","3.9830","10.1852","0.7593","0.7222","5.8148","6.0741","5.3333","0.7963","0.293","0.431","0.363","5.5","-2","1.7222","0.3889","3.4259","0.5926","0.4074"
"20180617","HT","0.6667","0.4444","0.4444","0.1111","0.5","3.9830","10.1852","0.7593","0.7222","5.8148","6.0741","5.3333","0.7963","0.293","0.431","0.363","5.5","-2","1.7222","0.3889","3.4259","0.5926","0.4074"
"20180619","HT","0.3333","0.4364","0.4545","0.1091","0.49000000953674316","3.9916","10.1455","0.7455","0.7091","5.7636","6.0727","5.3455","0.7818","0.292","0.428","0.361","5.52","-3","1.7455","0.3818","3.4000","0.5818","0.4000"
"20180620","HT","0.3333","0.4286","0.4643","0.1071","0.47999998927116394","4.0007","10.1786","0.7679","0.6964","5.7857","6.1071","5.3571","0.8214","0.292","0.431","0.361","5.54","-4","1.7321","0.3929","3.4107","0.5714","0.3929"
"20180621","HT","0.3333","0.4211","0.4737","0.1053","0.47099998593330383","4.0087","10.1579","0.7544","0.6842","5.7193","6.1404","5.3860","0.8246","0.291","0.429","0.36","5.57","-5","1.7719","0.3860","3.4035","0.5789","0.3860"
"20180622","HT","0.3333","0.4138","0.4828","0.1034","0.4620000123977661","4.0119","10.1724","0.7414","0.6897","5.6897","6.1207","5.3793","0.8276","0.292","0.428","0.361","5.57","-6","1.7586","0.3793","3.3966","0.5690","0.3793"
"20180623","HT","0.1667","0.4068","0.4915","0.1017","0.453000009059906","4.0176","10.1525","0.7288","0.6780","5.6780","6.3220","5.5763","0.8644","0.291","0.425","0.36","5.78","-7","1.7288","0.3729","3.3898","0.5763","0.3898"
"20180624","HT","0.0000","0.4000","0.5000","0.1000","0.4440000057220459","4.0346","10.2167","0.7333","0.6833","5.7167","6.4500","5.6333","0.8833","0.292","0.426","0.36","5.85","-8","1.7333","0.3667","3.3667","0.5667","0.3833"
"20180626","HT","0.1667","0.4098","0.4918","0.0984","0.45500001311302185","4.0246","10.1803","0.7541","0.6721","5.7049","6.3934","5.5738","0.9016","0.292","0.426","0.36","5.78","1","1.7213","0.3607","3.3607","0.5574","0.3934"
"20180627","HT","0.1667","0.4098","0.4918","0.0984","0.45500001311302185","4.0246","10.1803","0.7541","0.6721","5.7049","6.3934","5.5738","0.9016","0.292","0.426","0.36","5.78","1","1.7213","0.3607","3.3607","0.5574","0.3934"
"20180628","HT","0.1667","0.4098","0.4918","0.0984","0.45500001311302185","4.0246","10.1803","0.7541","0.6721","5.7049","6.3934","5.5738","0.9016","0.292","0.426","0.36","5.78","1","1.7213","0.3607","3.3607","0.5574","0.3934"
"20180629","HT","0.1667","0.4098","0.4918","0.0984","0.45500001311302185","4.0246","10.1803","0.7541","0.6721","5.7049","6.3934","5.5738","0.9016","0.292","0.426","0.36","5.78","1","1.7213","0.3607","3.3607","0.5574","0.3934"
"20180630","HT","0.1667","0.4098","0.4918","0.0984","0.45500001311302185","4.0246","10.1803","0.7541","0.6721","5.7049","6.3934","5.5738","0.9016","0.292","0.426","0.36","5.78","1","1.7213","0.3607","3.3607","0.5574","0.3934"
"20180701","HT","0.1667","0.4098","0.4918","0.0984","0.45500001311302185","4.0246","10.1803","0.7541","0.6721","5.7049","6.3934","5.5738","0.9016","0.292","0.426","0.36","5.78","1","1.7213","0.3607","3.3607","0.5574","0.3934"
"20180703","HT","0.1667","0.4032","0.4839","0.1129","0.45500001311302185","4.0242","10.1935","0.7581","0.6613","5.7097","6.3871","5.5645","0.9516","0.292","0.426","0.359","5.77","1","1.7097","0.3548","3.3226","0.5645","0.4032"
"20180704","HT","0.3333","0.4127","0.4762","0.1111","0.46399998664855957","4.0311","10.3175","0.7619","0.6984","5.8254","6.4603","5.6349","0.9524","0.295","0.431","0.364","5.84","2","1.7143","0.3810","3.4762","0.5556","0.4127"
"20180705","HT","0.3333","0.4127","0.4762","0.1111","0.46399998664855957","4.0311","10.3175","0.7619","0.6984","5.8254","6.4603","5.6349","0.9524","0.295","0.431","0.364","5.84","2","1.7143","0.3810","3.4762","0.5556","0.4127"
"20180706","HT","0.3333","0.4127","0.4762","0.1111","0.46399998664855957","4.0311","10.3175","0.7619","0.6984","5.8254","6.4603","5.6349","0.9524","0.295","0.431","0.364","5.84","2","1.7143","0.3810","3.4762","0.5556","0.4127"
"20180707","HT","0.3333","0.4127","0.4762","0.1111","0.46399998664855957","4.0311","10.3175","0.7619","0.6984","5.8254","6.4603","5.6349","0.9524","0.295","0.431","0.364","5.84","2","1.7143","0.3810","3.4762","0.5556","0.4127"
"20180708","HT","0.3333","0.4127","0.4762","0.1111","0.46399998664855957","4.0311","10.3175","0.7619","0.6984","5.8254","6.4603","5.6349","0.9524","0.295","0.431","0.364","5.84","2","1.7143","0.3810","3.4762","0.5556","0.4127"
"20180710","HT","0.3333","0.4063","0.4844","0.1094","0.4560000002384186","4.0198","10.2656","0.7500","0.6875","5.7500","6.4063","5.5938","0.9531","0.294","0.43","0.363","5.79","-1","1.7344","0.3750","3.4688","0.5469","0.4063"
"20180711","HT","0.3333","0.4063","0.4844","0.1094","0.4560000002384186","4.0198","10.2656","0.7500","0.6875","5.7500","6.4063","5.5938","0.9531","0.294","0.43","0.363","5.79","-1","1.7344","0.3750","3.4688","0.5469","0.4063"
"20180717","HT","0.3333","0.4063","0.4844","0.1094","0.4560000002384186","4.0198","10.2656","0.7500","0.6875","5.7500","6.4063","5.5938","0.9531","0.294","0.43","0.363","5.79","-1","1.7344","0.3750","3.4688","0.5469","0.4063"
"20180718","HT","0.3333","0.4063","0.4844","0.1094","0.4560000002384186","4.0198","10.2656","0.7500","0.6875","5.7500","6.4063","5.5938","0.9531","0.294","0.43","0.363","5.79","-1","1.7344","0.3750","3.4688","0.5469","0.4063"
"20180719","HT","0.3333","0.4063","0.4844","0.1094","0.4560000002384186","4.0198","10.2656","0.7500","0.6875","5.7500","6.4063","5.5938","0.9531","0.294","0.43","0.363","5.79","-1","1.7344","0.3750","3.4688","0.5469","0.4063"
"20180721","HT","0.3333","0.4063","0.4844","0.1094","0.4560000002384186","4.0198","10.2656","0.7500","0.6875","5.7500","6.4063","5.5938","0.9531","0.294","0.43","0.363","5.79","-1","1.7344","0.3750","3.4688","0.5469","0.4063"
"20180723","HT","0.3333","0.4154","0.4769","0.1077","0.4659999907016754","4.0159","10.3077","0.7385","0.6769","5.7692","6.3692","5.5692","0.9385","0.295","0.431","0.364","5.77","1","1.7846","0.3692","3.4462","0.5385","0.4000"
"20180724","HT","0.3333","0.4242","0.4697","0.1061","0.4749999940395355","4.0139","10.3333","0.7727","0.6818","5.8333","6.2727","5.4848","0.9242","0.296","0.434","0.364","5.68","2","1.7879","0.3636","3.4394","0.5303","0.3939"
"20180725","HT","0.3333","0.4179","0.4776","0.1045","0.46700000762939453","4.0051","10.2836","0.7761","0.6716","5.7761","6.2388","5.4627","0.9104","0.295","0.433","0.363","5.65","-1","1.7761","0.3582","3.4030","0.5522","0.3881"
"20180727","HT","0.1667","0.4118","0.4853","0.1029","0.45899999141693115","4.0085","10.2647","0.8088","0.6618","5.7647","6.2500","5.4559","0.9265","0.295","0.436","0.362","5.65","-2","1.7500","0.3676","3.3529","0.5588","0.3824"
"20180728","HT","0.1667","0.4058","0.4928","0.1014","0.4519999921321869","4.0050","10.2029","0.7971","0.6522","5.7101","6.2899","5.4783","0.9420","0.293","0.433","0.361","5.68","-3","1.7246","0.3623","3.3188","0.5507","0.3913"
"20180729","HT","0.1667","0.4143","0.4857","0.1000","0.46000000834465027","4.0082","10.2286","0.8000","0.6857","5.7286","6.2286","5.4286","0.9429","0.294","0.433","0.361","5.63","1","1.7429","0.3571","3.3429","0.5571","0.3857"
"20180730","HT","0.1667","0.4143","0.4857","0.1000","0.46000000834465027","4.0082","10.2286","0.8000","0.6857","5.7286","6.2286","5.4286","0.9429","0.294","0.433","0.361","5.63","1","1.7429","0.3571","3.3429","0.5571","0.3857"
"20180731","HT","0.1667","0.4143","0.4857","0.1000","0.46000000834465027","4.0082","10.2286","0.8000","0.6857","5.7286","6.2286","5.4286","0.9429","0.294","0.433","0.361","5.63","1","1.7429","0.3571","3.3429","0.5571","0.3857"
"20180801","HT","0.1667","0.4143","0.4857","0.1000","0.46000000834465027","4.0082","10.2286","0.8000","0.6857","5.7286","6.2286","5.4286","0.9429","0.294","0.433","0.361","5.63","1","1.7429","0.3571","3.3429","0.5571","0.3857"
"20180803","HT","0.1667","0.4085","0.4930","0.0986","0.453000009059906","4.0016","10.1408","0.7887","0.6761","5.6479","6.2113","5.4225","0.9296","0.292","0.43","0.36","5.63","-1","1.7324","0.3521","3.3099","0.5634","0.3803"
"20180804","HT","0.1667","0.4028","0.5000","0.0972","0.44600000977516174","4.0080","10.1528","0.7778","0.6806","5.6111","6.1944","5.4167","0.9167","0.292","0.429","0.359","5.63","-2","1.7361","0.3472","3.2778","0.5556","0.3889"
"20180805","HT","0.1667","0.4110","0.4932","0.0959","0.45500001311302185","4.0079","10.1918","0.7671","0.6849","5.6301","6.1781","5.4110","0.9041","0.293","0.429","0.36","5.62","1","1.7397","0.3425","3.2740","0.5479","0.3836"
"20180806","HT","0.1667","0.4054","0.5000","0.0946","0.4480000138282776","4.0031","10.1892","0.7568","0.7027","5.6081","6.1757","5.3378","0.9054","0.293","0.429","0.36","5.54","-1","1.7703","0.3378","3.2973","0.5541","0.3784"
"20180807","HT","0.1667","0.4000","0.5067","0.0933","0.4410000145435333","4.0031","10.2000","0.7600","0.7333","5.6267","6.2133","5.3467","0.9067","0.294","0.429","0.36","5.54","-2","1.7733","0.3333","3.2933","0.5467","0.4000"
"20180808","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180810","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180811","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180812","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180813","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180814","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180815","HT","0.1667","0.3947","0.5000","0.1053","0.4410000145435333","4.0061","10.2368","0.7895","0.7500","5.6579","6.2368","5.3553","0.9211","0.294","0.435","0.36","5.55","-2","1.8026","0.3553","3.2895","0.5395","0.4079"
"20180816","HT","0.1667","0.4026","0.4935","0.1039","0.4490000009536743","4.0015","10.2597","0.7792","0.7403","5.6753","6.2338","5.3636","0.9221","0.295","0.435","0.361","5.56","1","1.8312","0.3506","3.2987","0.5325","0.4026"
"20180817","HT","0.1667","0.3974","0.5000","0.1026","0.4429999887943268","3.9926","10.1923","0.7692","0.7436","5.6026","6.2692","5.3718","0.9231","0.294","0.432","0.36","5.56","-1","1.8077","0.3462","3.2821","0.5385","0.3974"
"20180818","HT","0.1667","0.3974","0.5000","0.1026","0.4429999887943268","3.9926","10.1923","0.7692","0.7436","5.6026","6.2692","5.3718","0.9231","0.294","0.432","0.36","5.56","-1","1.8077","0.3462","3.2821","0.5385","0.3974"
"20180821","HT","0.1667","0.3924","0.5063","0.1013","0.43700000643730164","4.0000","10.2152","0.7595","0.7595","5.6203","6.2911","5.4051","0.9114","0.294","0.433","0.36","5.6","-2","1.8228","0.3544","3.2785","0.5316","0.4051"
"20180822","HT","0.1667","0.4000","0.5000","0.1000","0.4440000057220459","4.0072","10.2625","0.7625","0.8000","5.6125","6.2500","5.3750","0.9125","0.295","0.434","0.36","5.57","1","1.8125","0.3750","3.2375","0.5500","0.4125"
"20180823","HT","0.1667","0.3951","0.5062","0.0988","0.43799999356269836","4.0114","10.2099","0.7654","0.8025","5.5556","6.3333","5.4444","0.9259","0.293","0.432","0.359","5.65","-1","1.8025","0.3704","3.2346","0.5432","0.4074"
"20180824","HT","0.1667","0.4024","0.5000","0.0976","0.44600000977516174","4.0098","10.1951","0.7561","0.8293","5.5610","6.2927","5.4024","0.9512","0.293","0.431","0.359","5.6","1","1.8171","0.3659","3.2683","0.5366","0.4268"
"20180825","HT","0.1667","0.4096","0.4940","0.0964","0.453000009059906","4.0069","10.1566","0.7470","0.8554","5.5422","6.2410","5.3614","0.9398","0.292","0.429","0.358","5.55","2","1.8072","0.3614","3.2771","0.5301","0.4217"
"20180826","HT","0.1667","0.4167","0.4881","0.0952","0.460999995470047","4.0123","10.1905","0.7500","0.8571","5.6429","6.2738","5.3929","0.9405","0.292","0.431","0.359","5.58","3","1.8571","0.3571","3.3571","0.5238","0.4286"
"20180828","HT","0.1667","0.4167","0.4881","0.0952","0.460999995470047","4.0123","10.1905","0.7500","0.8571","5.6429","6.2738","5.3929","0.9405","0.292","0.431","0.359","5.58","3","1.8571","0.3571","3.3571","0.5238","0.4286"
"20180829","HT","0.1667","0.4167","0.4881","0.0952","0.460999995470047","4.0123","10.1905","0.7500","0.8571","5.6429","6.2738","5.3929","0.9405","0.292","0.431","0.359","5.58","3","1.8571","0.3571","3.3571","0.5238","0.4286"
"20180830","HT","0.1667","0.4167","0.4881","0.0952","0.460999995470047","4.0123","10.1905","0.7500","0.8571","5.6429","6.2738","5.3929","0.9405","0.292","0.431","0.359","5.58","3","1.8571","0.3571","3.3571","0.5238","0.4286"
"20180831","HT","0.1667","0.4118","0.4941","0.0941","0.45500001311302185","4.0176","10.2118","0.7529","0.8471","5.6235","6.3412","5.4353","0.9529","0.292","0.43","0.358","5.63","-1","1.8471","0.3529","3.3176","0.5176","0.4235"
"20180901","HT","0.1667","0.4070","0.4884","0.1047","0.45500001311302185","4.0214","10.2326","0.7558","0.8605","5.6279","6.3372","5.4419","0.9419","0.293","0.431","0.358","5.63","-1","1.8837","0.3488","3.2907","0.5116","0.4186"
"20180902","HT","0.1667","0.4138","0.4828","0.1034","0.4620000123977661","4.0238","10.3103","0.7816","0.8621","5.7011","6.3563","5.4713","0.9310","0.294","0.435","0.36","5.66","1","1.8851","0.3448","3.2989","0.5287","0.4138"
"20180903","HT","0.1667","0.4138","0.4828","0.1034","0.4620000123977661","4.0238","10.3103","0.7816","0.8621","5.7011","6.3563","5.4713","0.9310","0.294","0.435","0.36","5.66","1","1.8851","0.3448","3.2989","0.5287","0.4138"
